#  CITY_INDEX:                       X:                       Y:
             1                 13.57465       37.312299099999997
             2       8.7450304186058681       44.834953349999999
             3       13.218790609151764       43.480120400000004
             4       7.3196649000000003       45.737088499999999
             5       11.763928194732205              43.51714415
             6       13.539593040686007       42.883420399999999
             7       8.2026863289872729       44.826012649999996
             8         15.1405690365004               40.9965446
             9               16.8620293       41.125784299999999
            10               16.1466408       41.180171999999999
            11       12.078913722504204       46.280540700000003
            12       14.705705363146528       41.247630700000002
            13       9.7542192008622486       45.756655699999996
            14       8.0869120082976362               45.5669538
            15       11.342632699999999       44.493820300000003
            16        11.23021287087526       46.655945450000004
            17       10.425872969461199       45.779580449999997
            18       17.688443357842537       40.635919749999999
            19       9.1133109999999995       39.217199399999998
            20               14.0631618       37.489941199999997
            21       14.826226697820019       41.717264799999995
            22        8.540339543772328       39.307484899999999
            23       14.116862382970815       41.203519249999999
            24               15.0873718       37.502361200000003
            25       16.431556876278329       38.829960349999993
            26        14.41590530501923       42.102692849999997
            27       9.1494101325457926       45.939475900000005
            28       16.333055599019605       39.596685300000004
            29       10.037037979628856       45.220864050000003
            30       16.878281888953069       39.187389400000001
            31       7.5581366911516241              44.45807035
            32               14.2807473       37.566757299999999
            33       13.638768067263769       43.092248900000001
            34       11.827938995640167       44.766764249999994
            35       11.255640400000001       43.769795500000001
            36       15.452899609627728              41.50281055
            37               12.0141036       44.022719299999999
            38        13.57584977062367       41.628546799999995
            39       8.9338624000000006       44.407260000000001
            40               13.6252288       45.944127799999997
            41       11.287804427628437               42.7751102
            42       7.8667427146742757       43.958375250000003
            43       14.208061831039291              41.64950915
            44       9.6912326345475375       44.238365950000002
            45       13.610341022538911       42.136885300000003
            46       13.012591212188894       41.459526050000001
            47       18.226062833822901       40.152217300000004
            48       9.4120248214396298       45.900548499999999
            49       10.340278678735025       42.790216599999994
            50       9.4916780600218367       45.261310399999999
            51       10.454430026192636       44.017763900000006
            52       13.150882217502017       43.152978050000002
            53       10.670836515673878       45.169262799999998
            54       10.052561499999999       44.213148599999997
            55        16.47357384028852       40.447641899999994
            56               15.5542082       38.193757099999999
            57       9.1896345999999998       45.464194300000003
            58       10.935960870530739       44.538472800000001
            59       9.2788304180700436       45.639541800000003
            60       14.248767900000001               40.8358846
            61       8.5459969708945724       45.584250049999994
            62        9.342383344552438       40.127659350000002
            63       9.5067375398659646               40.9253328
            64       8.6796416474357159       40.026567649999997
            65       11.873445500000001               45.4077172
            66               13.3524434       38.111226799999997
            67       10.328083299999999       44.801367800000001
            68       9.1378250828260263       45.036854649999995
            69       12.402996209906487       43.107032099999998
            70       12.701443660480004       43.694112700000005
            71        13.95759010584892               42.3102619
            72       9.6665312576968958       44.847635199999999
            73       10.401862400000001       43.715939499999998
            74       10.868708114044026       43.974095699999999
            75               12.6597197       45.956250300000001
            76       15.821608824871046              40.51731195
            77        11.09414726770089       43.935718050000006
            78               14.7213455       36.921982800000002
            79       12.059009490863945       44.364060699999996
            80       15.639755600000001       38.103538899999997
            81       10.594066675914796       44.608667400000002
            82       12.885888076510067       42.414736349999998
            83       12.631031715742981       43.946503899999996
            84       12.482932099999999       41.893320299999999
            85       12.274190436964231       44.977206150000001
            86       15.310608468834516       40.419441649999996
            87       8.7650519797712843       39.493652449999999
            88       8.9219725134863008               40.7778499
            89       8.2525727370210618       44.233423799999997
            90       11.467561040475552       43.167205949999996
            91       15.290719599999999       37.064613899999998
            92       10.258413671017703       46.323362349999996
            93       17.080580124547431              40.54881555
            94        13.69787458752063       42.658117949999998
            95       12.439652829139407               42.6539486
            96                7.6824892       45.067755099999999
            97       9.6678107000000004       39.970535900000002
            98               12.5160225       38.017396099999999
            99       11.125760100000001       46.066422799999998
           100       12.206315763116372       45.806691349999994
           101               13.7772781       45.649648499999998
           102       13.235837699999999       46.063463200000001
           103       8.7541338380565712       45.839720299999996
           104               12.3345898       45.437190800000003
           105       8.3835966973184757       46.115575500000006
           106       8.3462836783272714       45.555382649999999
           107               10.9924122       45.438495799999998
           108       16.098693458946357       38.626655599999999
           109       11.406354256602491       45.634859050000003
           110       11.948813551650236       42.492952200000005
           111       11.948813551650236       42.492952200000005
